litigious;anger;0.484
rivalries;anger;0.484
rivalry;anger;0.484
sucker;anger;0.484
suckers;anger;0.484
suckered;anger;0.484
suckering;anger;0.484
suspicious;anger;0.484
thresh;anger;0.484
threshing;anger;0.484
threshes;anger;0.484
threshed;anger;0.484
restrain;anger;0.484
restrained;anger;0.484
restraining;anger;0.484
restrains;anger;0.484
penalties;anger;0.484
penalty;anger;0.484
opposes;anger;0.484
oppose;anger;0.484
opposed;anger;0.484
opposing;anger;0.484
obnoxious;anger;0.484
ousts;anger;0.484
oust;anger;0.484
ousted;anger;0.484
ousting;anger;0.484
mock;anger;0.484
mocks;anger;0.484
mocking;anger;0.484
mocked;anger;0.484
pounded;anger;0.481
